uid,nombre_de_la_entidad,departamento_entidad,municipio_entidad,nivel_entidad,orden_entidad,tipo_de_proceso,objeto_a_contratar,nombre_familia,id_familia,detalle_objeto,cuantia_proceso,cuantia_contrato,valor_total_de_adiciones,valor_contrato_con_adiciones,anno_firma,fecha_fima,fecha_ini_ejec_contrato,plazo_de_ejec_del_contrato,rango_de_ejec_del_contrato,tiempo_adiciones_en_dias,tiempo_adiciones_en_meses,fecha_fin_ejec_contrato
17-1-168934-5860999,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE TAUSA,Cundinamarca,Tausa,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONTRATAR EL MANTENIMIENTO  CONSTRUCCION Y ADECUACION DE OBRAS HIDRAULICAS SOBRE LAS QUEBRADAS DEL CASCO URBANO DE TAUSA - CUNDINAMARCA.,4904288405,4904284276,963906153,5868190429,2017.0,03/30/2017,04/17/2017,6,M,45,4,04/01/2018
17-1-182595-7144364,ANTIOQUIA - ALCALDÍA MUNICIPIO DE VEGACHÍ,Antioquia,Vegachí,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN DE VÍAS TERCIARIAS MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLA EN VARIAS VEREDAS DE LA ZONA RURAL DEL MUNICIPIO DE VEGACHÍ  ANTIOQUIA,419145550,419146148,0,419146148,2017.0,12/19/2017,12/27/2017,3,M,0,0,03/27/2018
15-1-139859-3813096,ANTIOQUIA - ALCALDÍA MUNICIPIO DE CARMEN DE VIBORAL,Antioquia,El Carmen de Viboral,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,¿CONSTRUCCIÓN  PAVIMENTACIÓN Y CONFORMACIÓN DE VÍA CARRERA 33 ENTRE CALLES 24 Y 18  Y CALLE 18 ENTRE CARRERAS 31 Y 33 EN EL MUNICIPIO DE EL CARMEN DE VIBORAL  ANTIOQUIA¿,1320215447,1603775211,0,1603775211,2015.0,07/21/2015,08/04/2015,150,D,45,0,09/18/2015
15-1-141789-3829523,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CHIPAQUE,Cundinamarca,Chipaque,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,¿CONSTRUCCIÓN  RECONSTRUCCIÓN  ADECUACIÓN DE VÍAS  ESPACIO PÚBICO Y OBRAS COMPLEMENTARIAS DEL SISTEMA VIAL DEL MUNICIPIO DE CHIPAQUE¿,269087308,268676069,0,268676069,2015.0,08/13/2015,08/18/2015,2,M,0,0,10/18/2015
15-1-147514-4094940,CALDAS - ALCALDÍA MUNICIPIO DE VICTORIA,Caldas,Victoria,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONTRATO DE OBRA PARA LA CONSTRUCCIÓN Y ADECUACIÓN DE VÍAS URBANAS EN CONCRETO HIDRÁULICO SOBRE LA CARRERA 6 ENTRE CALLES 5 Y 7 DEL MUNICIPIO DE VICTORIA EN EL MARCO DEL SGR.,349024330,348877798,0,348877798,2015.0,10/30/2015,11/06/2015,2,M,0,0,01/06/2016
19-1-198663-8386907,BOYACÁ - ALCALDÍA MUNICIPIO DE SAMACÁ,Boyacá,Samacá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PAVIMENTO FLEXIBLE EN VÍAS URBANAS DEL BARRIO CENTRO EN EL MUNICIPIO DE SAMACÁ  BOYACÁ  (PROYECTO APROBADO CON RECURSOS DEL SGR).,956315166,956297242,0,956297242,2019.0,03/26/2019,03/27/2019,5,M,0,0,08/27/2019
17-1-179348-7157371,LA GUAJIRA - ALCALDÍA MUNICIPIO DE SAN JUAN DEL CESAR,La Guajira,San Juan del Cesar,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DE PAVIMENTO EN CONCRETO RIGIDO DE 3500 PSI SOBRE LA CALLE 8 SUR Y ADYACENTES EN EL MUNICIPIO DE SAN JUAN DEL CESAR - LA GUAJIRA.,3563352729,3563157000,0,3563157000,2017.0,10/06/2017,01/23/2018,6,M,0,0,07/23/2018
19-21-8667-8617828,CÓRDOBA - ALCALDÍA MUNICIPIO DE AYAPEL,Córdoba,Ayapel,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,EL MEJORAMIENTO Y MANTENIMIENTO DE LA VÍA LAS DELICIAS - MARRALÚ  MUNICIPIO DE ÁYAPEL  DEPARTAMENTO DE CÓR-DOBA,1588110535,1588020850,0,1588020850,2019.0,05/21/2019,05/29/2019,4,D,0,0,06/02/2019
18-21-534-7340828,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE AGUA DE DIOS,Cundinamarca,Agua de Dios,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LAS VÍAS URBANAS UBICADAS EN EL BARRIO CENTRO Y SAN VICENTE  DEL MUNICIPIO DE AGUA DE DIOS CUNDINAMARCA,591655419,588859063,0,588859063,2018.0,04/06/2018,05/18/2018,4,M,0,0,09/18/2018
16-1-161975-5289686,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO RUTINARIO VIAS A CARGO DEL INSTITUTO NACIONAL DE VIAS DIRECCIÓN TERRITORIAL CAQUETA,7028052185,649907681,167171898,817079579,2016.0,10/21/2016,11/03/2016,18,M,0,5,10/03/2018
16-1-157960-4886991,SANTANDER - ALCALDÍA MUNICIPIO DE LOS SANTOS,Santander,Los Santos,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PAVIMENTO RÍGIDO EN LA VÍA A LA VEREDA LOS TERES EN EL K1+670 AL K1+905  DEL MUNICIPIO DE LOS SANTOS DEPARTAMENTO DE SANTANDER.,460855004,460855004,0,460855004,2016.0,06/10/2016,07/05/2016,3,M,0,0,10/05/2016
17-1-168291-5794157,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SUBACHOQUE,Cundinamarca,Subachoque,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA VIA LLANITOS ¿ ALTANIA ¿SAN FERNANDO SECTOR EL CRUCE Y SECTOR SAN FERNANDO DEL MUNICIPIO DE SUBACHOQUE (SEGÚN CONVENIO ICCU 209 DE 2016),500000000,499871565,0,499871565,2017.0,03/14/2017,03/21/2017,3,M,0,0,06/21/2017
19-21-10714-8884631,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ENTRERRIOS,Antioquia,Entrerrios,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y ADECUACIÓN DE ORNATO DEL PARQUE PRINCIPAL  KIOSKO MUNICIPAL Y REORGANIZACIÓN DE LA PARTE ELÉCTRICA EN LA ZONA CÉNTRICA EN EL CASCO URBANO DEL MUNICIPIO DE ENTRERRÍOS  A TODO COSTO QUE INCLUYE MATERIALES  TRANSPORTE DE MATERIALES Y MANO DE OBRA CALIFICADA Y NO CALIFICADA,558112885,557844216,116334349,674178565,2019.0,07/23/2019,08/26/2019,4,M,0,0,12/26/2019
15-1-142425-3893280,ANTIOQUIA - ALCALDÍA MUNICIPIO DE APARTADÓ,Antioquia,Apartadó,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE VÍAS URBANAS EN CONCRETO RÍGIDO ¿UNIDAD Y GESTIÓN PARA LA PROSPERIDAD¿ EN EL MUNICIPIO DE APARTADÓ DEL DEPARTAMENTO DE  ANTIOQUIA.,7965625728,7963828125,60000000,8023828125,2015.0,09/01/2015,09/10/2015,4,M,5,11,12/15/2016
15-1-146677-5061792,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SIBATÉ,Cundinamarca,Sibaté,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO  MEJORAMIENTO Y CONSERVACIÓN DE LA VÍA JAZMÍN ¿ SAN BENITO MUNICIPIO DE SIBATÉ DE SIBATÉ ¿ DEPARTAMENTO DE CUNDINAMARCA,450000000,441061601,8938399,450000000,2015.0,10/27/2015,11/09/2015,30,D,30,1,02/07/2016
17-1-182401-6738610,BOYACÁ - ALCALDÍA MUNICIPIO DE SANTA SOFÍA,Boyacá,Santa Sofía,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PLACA HUELLAS VIAS TERCIARIAS DEL MUNICIPIO SANTA SOFÍA  BOYACÁ  VEREDA HORNILLAS,250000000,250000000,0,250000000,2017.0,12/14/2017,12/15/2017,20,D,0,0,01/04/2018
17-1-172535-6295007,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE TENJO,Cundinamarca,Tenjo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE LA CICLORUTA Y ALCANTARILLADO EN EL ACCESO CENTRO POBLADO DE LA VEREDA JUAICA PARALELOS A LA VÍA TENJO-TABIO  MUNICIPIO DE TENJO CUNDINAMARCA-FASE 1,413280898,413258018,0,413258018,2017.0,06/28/2017,07/31/2017,4,M,0,0,11/30/2017
17-1-168023-5786658,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANGOSTURA,Antioquia,Angostura,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,¿EL MEJORAMIENTO  REHABILITACIÓN Y MANTENIMIENTO RUTINARIO  MECANICO Y MANUAL DE LA RED VIAL TERCIARIA DEL MUNICIPIO DE ANGOSTURA  DEPARTAMENTO DE ANTIOQUIA  PARA LAS VIGENCIAS 2017  2018 Y 2019  A TODO COSTO  INCLUYE  LIMPIEZA DE CUNETAS  LIMPIEZA DE OBRAS TRANSVERSALES  SUMINISTRO  TRANSPORTE Y COLOCACIÓN DE AFIRMADO  BOTADA DE DERRUMBES Y LAS DEMÁS ACTIVIDADES QUE SE DEBAN EJECUTAR EN LAS VÍAS TERCIARIAS DEL MUNICIPIO DE ANGOSTURA¿,2050000000,2050000000,673022995,2723022995,2017.0,03/10/2017,03/14/2017,900,D,0,0,03/14/2017
17-1-173846-6237386,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SUPATÁ,Cundinamarca,Supatá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE ANDENES (PROGRAMA DE MEJORAMIENTO BARRIAL) EN EL MUNICIPIO DE SUPATA CUNDINAMARCA.,239527216,239522482,0,239522482,2017.0,07/12/2017,07/26/2017,5,M,0,0,12/26/2017
15-1-141567-4282736,MAGDALENA - ALCALDÍA MUNICIPIO DE PLATO,Magdalena,Plato,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO  MEJORAMIENTO Y CONSERVACION DE LA VIA PUERTO COLOMBIA ¿ DISCIPLINA MUNICIPIO DE PLATO  DEPARTAMENTO DEL MAGDALENA,1350000000,1321271161,0,1321271161,2015.0,08/12/2015,09/07/2015,4,M,0,0,01/07/2016
16-1-161642-5208557,SANTANDER - ALCALDÍA MUNICIPIO DE GIRÓN,Santander,Girón,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO  MEJORAMIENTO Y REHABILITACION DE LA MALLA VIAL URBANA ZONA II SECTOR CENTRO - OCCIDENTE DEL MUNICIPIO DE GIRON ¿ SANTANDER  ENMARCADO DENTRO DEL PROYECTO:  CONSTRUCCION  MANTENIMIENTO Y MEJORAMIENTO DE LA MALLA VIAL  Y EQUIPAMIENTO URBANO Y RURAL CON SUS OBRAS COMPLEMENTARIAS EN EL MUNICIPIO DE GIRON ¿ SANTANDER,10000000000,9995940703,5401357139,15397297842,2016.0,10/20/2016,10/27/2016,27,M,0,2,03/27/2019
17-1-184925-7334121,PUTUMAYO - ALCALDÍA MUNICIPIO DE VILLAGARZÓN,Putumayo,Villa Garzón/Villa Amazonica,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PAVIMENTO EN CONCRETO HIDRÁULICO EN LOS BARRIOS SAN LUIS Y SAN DIEGO DEL MUNICIPIO DE VILLAGARZÓN  DEPARTAMENTO DEL PUTUMAYO,967666268,967663041,74798616,1042461657,2018.0,02/13/2018,05/04/2018,6,M,0,1,12/04/2018
16-1-163289-5443482,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE TENJO,Cundinamarca,Tenjo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE LA CICLORUTA SECTOR ZOQUE JUICA PARALELA A LA VÍA TENJO-TABIO MUNICIPIO DE TENJO CUNDINAMARCA - FASE I.,229145853,226660462,0,226660462,2016.0,11/19/2016,12/21/2016,55,D,35,0,01/25/2017
15-1-142603-3970797,AGENCIA PARA LA INFRAESTRUCTURA DEL META - AIM,Meta,Villavicencio,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA VÍA QUE COMUNICA (DEL CRUCE DE LA VÍA NACIONAL PUERTO LÓPEZ - PUERTO GAITÁN) KM 0+000 A LA VEREDA PUERTO GUADALUPE KM 7+839 605 MUNICIPIO DE PUERTO LÓPEZ.,13051049270,12479084516,0,12479084516,2015.0,10/08/2015,03/01/2016,12,M,0,0,03/01/2017
15-1-141220-3904637,CALDAS - ALCALDÍA MUNICIPIO DE MANIZALES,Caldas,Manizales,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y MANTENIMIENTO DE LA VÍA ALTO DEL GUAMO HOYO FRIO; CÓDIGO 47104  MUNICIPIO DE MANIZALES - DEPARTAMENTO DE CALDAS,1147255138,1135328417,0,1135328417,2015.0,09/11/2015,09/11/2015,110,D,0,3,12/11/2015
16-1-159967-5423076,SANTANDER - ALCALDÍA MUNICIPIO DE PUENTE NACIONAL,Santander,Puente Nacional,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,¿MEJORAMIENTO Y MANTENIMIENTO DE LA VÍA HOTEL AGUA BLANCA ¿ ESCUELA LA CAPILLA  SECTOR LA CAPILLA EN EL MUNICIPIO DE PUENTE NACIONAL SANTANDER¿ (SEGÚN ESPECIFICACIONES TECNICAS).,1107070320,1107070320,0,1107070320,2016.0,08/16/2016,12/01/2016,3,M,0,0,03/01/2017
15-1-148049-4188933,TOLIMA - ALCALDÍA MUNICIPIO DE ORTEGA,Tolima,Ortega,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE VIAS Y REPOSICION DE ALCANTARILLADO EN LA ZONA URBANA DEL MUNICIPIO DE ORTEGA DEPARTAMENTO DEL TOLIMA¿,2165902011,2165668815,0,2165668815,2015.0,10/24/2015,12/10/2015,150,D,0,0,12/10/2015
16-1-157100-4861848,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REHABILITACION Y CONSERVACION DE PUENTES EN LA CARRETERA LA URIBE - YE DE GRANADA,708017574,690440833,0,690440833,2016.0,07/14/2016,07/14/2016,4,M,0,1,12/14/2016
17-1-173484-6304107,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SUPATÁ,Cundinamarca,Supatá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA VIA QUE COMUNICA EL CASCO URBANO CON LA VEREDA IMPARAL  EN EL SECTOR LA ESPERANZA DEL MUNICIPIO DE SUPATA - CUNDINAMARCA,300000000,299968265,0,299968265,2017.0,06/29/2017,06/29/2017,1,M,0,0,07/29/2017
14-1-130812-4138146,TOLIMA - GOBERNACIÓN,Tolima,Ibagué,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONTRATAR EL MEJORAMIENTO DE LA VÍA SECUNDARIA CHAPARRAL ¿ TULUNÍ ¿ SEÑORITAS  EN EL DEPARTAMENTO DEL TOLIMA  EN EL MARCO DEL CONTRATO PLAN DE LA NACIÓN CON LA REGIÓN DEL SUR DEL DEPARTAMENTO DEL TOLIMA.,61681000000,59223188567,10108811433,69332000000,2015.0,12/16/2015,12/16/2015,720,D,273,0,09/14/2016
15-1-153281-4473834,NORTE DE SANTANDER - EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO DE MAQUINAS Y SERVICIOS VIALES DE TIBU MAQUISERVIT E.I.C.E,Norte De Santander,Tibú,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO  Y MEJORAMIENTO EN LAS VÍAS TERCIARIAS DE LAS VEREDAS; VERSALLES; SAN MIGUEL (SECTOR LOS NARANJOS)  PLAYA RICA  KILOMETRO 25-GALAN  MIRADOR - CAÑO INDIO - PORVENIR  MUNICIPIO DE TIBÚ DEPARTAMENTO NORTE DE SANTANDER,258282870,258282870,0,258282870,2015.0,12/03/2015,12/03/2015,15,D,0,0,12/18/2015
16-1-162001-5170905,META - ALCALDÍA MUNICIPIO DE MESETAS,Meta,Mesetas,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION EN CONCRETO HIDRAULICO PARA LAS VIAS URBANAS  CALLE 9 ENTRE CARRERA 18 Y 21  DEL SECTOR DEL BARRIO EL JARDIN DEL CASCO URBANO DEL MUNICIPIO DE MESETAS - META,921545639,920032060,0,920032060,2016.0,10/10/2016,10/10/2016,90,D,0,0,10/10/2016
17-1-174599-6409339,BOYACÁ - ALCALDÍA MUNICIPIO DE TUNUNGUA,Boyacá,Tununguá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,ESTUDIOS  DISEÑOS  CALCULOS Y CONSTRUCCION MEJORAMIENTO Y REHABILITACION K00+000 AL K01+500 Y DEL K04+880 AL K07+380 DEL PROYECTO TUNUNGUA - BRICEÑO  DEL DEPARTAMENTO DE BOYACÁ.,9019051760,9019017154,0,9019017154,2017.0,07/28/2017,09/18/2017,10,M,0,1,08/18/2018
17-1-168238-5717222,CÓRDOBA - ALCALDÍA MUNICIPIO DE PUEBLO NUEVO,Córdoba,Pueblo Nuevo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DE PAVIMENTO EN CONCRETO HIDRAULICO EN LOS BARRIOS CEMENTERIO  LA BALSA  LOS ALPES Y PRADO DEL MUNICIPIO DE PUEBLO NUEVO DEPARTAMENTO DE CORDOBA Y CONSTRUCCION DE ALCANTARILLADO EN EL BARRIO LA BALSA  CALLE 20 Y CALLE 15 EN LA ZONA URBANA PUEBLO NUEVO DEPARTAMENTO DE CORDOBA,3663879490,3663788234,0,3663788234,2017.0,02/27/2017,02/27/2017,6,M,0,0,08/27/2017
18-1-192591-7576039,BOYACÁ - ALCALDÍA MUNICIPIO DE RAQUIRA,Boyacá,Ráquira,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,Construcción De Cuatro Tramos De Pavimento En Piedra Tallada En El Casco Urbano Del Municipio De Ráquira - Boyacá,857731492,854380091,179936633,1034316724,2018.0,08/08/2018,08/08/2018,120,D,65,0,10/12/2018
17-1-180579-8938450,META - ALCALDÍA MUNICIPIO DE MAPIRIPÁN,Meta,Mapiripán,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO Y MEJORAMIENTO DE LA VIA QUE CONDUCE DE   LA INSPECCCION EL SIARE  EL ANZUELO  HASTA EL PÚNTO CONOCIDO COMO BRISAS DEL ITEVIARE  EN EL MUNICIPIO DE MAPIRIIPAN  META,233603071,233603071,0,233603071,2017.0,11/29/2017,01/29/2018,2,M,0,0,03/29/2018
17-1-179953-6653569,CASANARE - ALCALDÍA MUNICIPIO DE TAURAMENA,Casanare,Tauramena,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REALIZAR LA CONSTRUCCIÓN DEL ALCANTARILLADO PLUVIAL EN LA CALLE 8ª ENTRE LA CARRERA 4 Y LA PROYECCIÓN DE LA CARRERA 1 DEL MUNICIPIO DE TAURAMENA,807519177,807519175,141324409,948843584,2017.0,11/20/2017,12/13/2017,2,M,0,1,03/13/2018
15-1-146865-4123058,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SANTO DOMINGO,Antioquia,Santo Domingo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION DE VIAS EN EL CORREGIMIENTO DE VERSALLES EN EL MUNICIPO DE SANTO DOMINGO ANTIOQUIA,270000000,269992592,0,269992592,2015.0,10/01/2015,11/03/2015,3,M,0,0,02/03/2016
15-1-138416-3768277,SANTANDER - ALCALDÍA MUNICIPIO DE SAN GIL,Santander,San Gil,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO MEJORAMIENTO Y CONSERVACIÓN DE LA VIA VEREDA SAN PEDRO  SANTA BARBARA  SAN JOSE EN EL MUNICIPIO DE SAN GIL,1350000000,1349870586,0,1349870586,2015.0,06/24/2015,06/24/2015,6,M,0,0,12/24/2015
17-1-184222-7105521,SANTANDER - ALCALDÍA MUNICIPIO DE VALLE SAN JOSÉ,Santander,Valle de San José,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PAVIMENTO RÍGIDO EN EL TRAMO FINAL DE LA CALLE 7 ENTRE CARRERAS 8 Y 9 DEL MUNICIPIO DE VALLE DE SAN JOSÉ  SANTANDER,254403391,251095693,27546405,278642098,2018.0,02/01/2018,02/23/2018,3,M,0,0,05/23/2018
17-1-170670-6323606,ANTIOQUIA - ALCALDÍA MUNICIPIO DE GÓMEZ PLATA,Antioquia,Gómez Plata,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN DE VÍAS URBANAS EN CONCRETO RÍGIDO EN EL MUNICIPIO DE GÓMEZ PLATA ANTIOQUIA,457916600,457405658,150151327,607556985,2017.0,04/29/2017,06/21/2017,90,D,10,0,07/01/2017
18-1-187784-7345228,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL DOVIO,Valle del Cauca,El Dovio,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y PAVIMENTACION DE VIAS URBANAS COSTADOS DEL PARQUE PRINCIPAL  CALLE 6 ENTRE CARRERAS 7 Y 8  CARRERA 8 ENTRE CALLES 6 Y 7  Y CARRERA 7 ENTRE CALLES 6 Y 7  DEL MUNICIPIO DE EL DOVIO  VALLE DEL CAUCA,628971925,628656600,0,628656600,2018.0,04/25/2018,05/09/2018,5,M,0,0,10/09/2018
17-1-182071-7741457,HUILA - ALCALDÍA MUNICIPIO DE LA ARGENTINA,Huila,La Argentina,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO Y MEJORAMIENTO DE LA RED TERCIARIA DEL MUNICIPIO DE LA ARGENTINA DEPARTAMENTO DEL HUILA.,206639535,206634768,0,206634768,2017.0,12/09/2017,12/13/2017,2,M,0,0,02/13/2018
17-1-181593-7398903,PUTUMAYO - ALCALDÍA MUNICIPIO DE PUERTO CAICEDO,Putumayo,Puerto Caicedo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y MANTENIMIENTO DE VÍAS TERCIARIAS EN EL MUNICIPIO DE PUERTO CAICEDO  SEGÚN EL ALCANCE QUE SE ESTABLECE EN EL CONVENIO MARCO SC 0022-17  SUSCRITO CON LA ART,771998826,771797811,0,771797811,2017.0,12/27/2017,01/05/2018,3,M,0,0,04/05/2018
15-1-144325-4150251,ARAUCA - GOBERNACIÓN,Arauca,Arauca,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO Y REHABILITACION DE LA VIA AL CORREGIMIENTO DEL CARACOL MUNICIPIO DE ARAUCA  DEPARTAMENTO DE ARAUCA,431426070,431398885,0,431398885,2015.0,09/18/2015,10/30/2015,2,M,0,0,12/30/2015
